"회계연도","소관명","회계명","계정명","수입관명","수입항명","수입목명","금년도예산(천원)","추경정부안(천원)","추경국회확정(천원)"
"2011","감사원","일반회계",,"경상이전수입","기타경상이전수입","기타경상이전수입","20000","0","0"
"2011","감사원","일반회계",,"수입대체경비수입","잡수입","기타잡수입","339000","0","0"
"2011","감사원","일반회계",,"재산수입","관유물대여료","건물대여료","6580","0","0"
"2011","감사원","일반회계",,"재산수입","관유물대여료","토지대여료","177","0","0"
"2011","감사원","일반회계",,"재화및용역판매수입","잡수입","기타잡수입","300","0","0"
"2011","경찰청","경찰병원","손익계정","경상이전수입","기타경상이전수입","기타경상이전수입","25000","0","0"
"2011","경찰청","경찰병원","손익계정","경상이전수입","변상금및위약금","위약금","13000","0","0"
"2011","경찰청","경찰병원","손익계정","관유물매각대","고정자산매각대","기타고정자산매각대","5000","0","0"
"2011","경찰청","경찰병원","손익계정","기업특별회계영업수입","책임운영기관사업수입","책임운영기관사업수입","25734000","0","0"
"2011","경찰청","경찰병원","손익계정","재산수입","관유물대여료","건물대여료","60000","0","0"
"2011","경찰청","경찰병원","손익계정","재산수입","기타이자수입및재산수입","기타재산수입","1000","0","0"
"2011","경찰청","경찰병원","손익계정","재화및용역판매수입","잡수입","기타잡수입","315000","0","0"
"2011","경찰청","경찰병원","손익계정","전년도이월금","전년도이월금","전년도이월금","2699893","0","0"
"2011","경찰청","경찰병원","손익계정","정부내부수입및기타","전입금","일반회계전입금","34209000","0","0"
"2011","경찰청","경찰병원","자본계정","전년도이월금","전년도이월금","전년도이월금","71000","0","0"
"2011","경찰청","경찰병원","자본계정","정부내부수입및기타","기타","감가상각비전입금","1000","0","0"
"2011","경찰청","경찰병원","자본계정","정부내부수입및기타","기타","당기순이익전입금","1000","0","0"
"2011","경찰청","경찰병원","자본계정","정부내부수입및기타","전입금","일반회계전입금","1709000","0","0"
"2011","경찰청","일반회계",,"경상이전수입","가산금","가산금","11132000","0","0"
"2011","경찰청","일반회계",,"경상이전수입","기타경상이전수입","기타경상이전수입","3846000","0","0"
"2011","경찰청","일반회계",,"경상이전수입","벌금,몰수금및과태료","과태료","751215000","0","0"
"2011","경찰청","일반회계",,"경상이전수입","벌금,몰수금및과태료","벌금및과료","147509000","0","0"
"2011","경찰청","일반회계",,"경상이전수입","변상금및위약금","변상금","150000","0","0"
"2011","경찰청","일반회계",,"경상이전수입","변상금및위약금","위약금","1135000","0","0"
"2011","경찰청","일반회계",,"관유물매각대","고정자산매각대","건물매각대","603000","0","0"
"2011","경찰청","일반회계",,"관유물매각대","고정자산매각대","기계기구매각대","4385000","0","0"
"2011","경찰청","일반회계",,"관유물매각대","고정자산매각대","기타고정자산매각대","586000","0","0"
"2011","경찰청","일반회계",,"관유물매각대","토지및무형자산매각대","토지매각대","4245000","0","0"
"2011","경찰청","일반회계",,"재산수입","관유물대여료","건물대여료","350000","0","0"
"2011","경찰청","일반회계",,"재산수입","관유물대여료","기타관유물대여료","6000","0","0"
"2011","경찰청","일반회계",,"재산수입","관유물대여료","토지대여료","468000","0","0"
