"회계연도","소관명","회계명","계정명","분야명","부분명","프로그램명","단위사업명","전년도당초금액(천원)","금년도정부안(천원)","금년도국회확정(천원)"
"2013","감사원","일반회계",,"일반공공행정","일반행정","감사활동 및 행정지원","감사연구활동경비","558508","502000","502000"
"2013","감사원","일반회계",,"일반공공행정","일반행정","감사활동 및 행정지원","감사활동경비","22882088","22934000","22924000"
"2013","감사원","일반회계",,"일반공공행정","일반행정","감사활동 및 행정지원","국제교류협력강화","262485","403000","403000"
"2013","감사원","일반회계",,"일반공공행정","일반행정","감사활동 및 행정지원","기본경비","10551501","10705000","10705000"
"2013","감사원","일반회계",,"일반공공행정","일반행정","감사활동 및 행정지원","수입대체경비","303000","303000","303000"
"2013","감사원","일반회계",,"일반공공행정","일반행정","감사활동 및 행정지원","인건비","65904198","66462728","66462728"
"2013","감사원","일반회계",,"일반공공행정","일반행정","감사활동 및 행정지원","전산운영경비","2460000","3678000","3678000"
"2013","감사원","일반회계",,"일반공공행정","일반행정","감사활동 및 행정지원","청사 및 시설물 관리","655000","1525000","1525000"
"2013","경찰청","경찰병원","손익계정","공공질서및안전","경찰","경찰병원운영","경찰병원기본경비","3350000","3307000","3307000"
"2013","경찰청","경찰병원","손익계정","공공질서및안전","경찰","경찰병원운영","경찰병원인건비","29089179","31360552","31360552"
"2013","경찰청","경찰병원","손익계정","공공질서및안전","경찰","경찰병원운영","진료업무지원","24261685","24716448","24716448"
"2013","경찰청","경찰병원","손익계정","공공질서및안전","경찰","회계기금간거래(공무원연금부담금)","공무원연금부담금(경찰병원계정)","2647136","2666000","2666000"
"2013","경찰청","경찰병원","자본계정","공공질서및안전","경찰","경찰병원운영","경찰병원기본경비","160000","156000","156000"
"2013","경찰청","경찰병원","자본계정","공공질서및안전","경찰","경찰병원운영","자산취득","3628000","2097000","2097000"
"2013","경찰청","광역지역발전특별회계","광역발전계정","공공질서및안전","경찰","교통안전·소통확보","광역교통관리체계개선","24000000","24000000","24000000"
"2013","경찰청","광역지역발전특별회계","제주특별자치도계정","공공질서및안전","경찰","경찰행정지원","제주이관인력지원","3014000","3014000","3014000"
"2013","경찰청","일반회계",,"공공질서및안전","경찰","경찰행정지원","경무활동지원","144379760","148644000","148644000"
"2013","경찰청","일반회계",,"공공질서및안전","경찰","경찰행정지원","본부기본경비","356403101","366571196","366571196"
"2013","경찰청","일반회계",,"공공질서및안전","경찰","경찰행정지원","본부인건비","5894288646","6104564890","6104564890"
"2013","경찰청","일반회계",,"공공질서및안전","경찰","경찰행정지원","소속기관기본경비","12084800","11193207","11193207"
"2013","경찰청","일반회계",,"공공질서및안전","경찰","경찰행정지원","소속기관인건비","55221377","58153901","58153901"
"2013","경찰청","일반회계",,"공공질서및안전","경찰","경찰행정지원","일반행정업무지원","289233106","303283000","303548000"
"2013","경찰청","일반회계",,"공공질서및안전","경찰","교통안전·소통확보","교통사고예방","288456148","293433000","292759000"
"2013","경찰청","일반회계",,"공공질서및안전","경찰","교통안전·소통확보","교통행정전산화(정보화)","3409000","3534000","3534000"
"2013","경찰청","일반회계",,"공공질서및안전","경찰","국가안보확보","국제교류협력활동","3666550","2481000","2481000"
"2013","경찰청","일반회계",,"공공질서및안전","경찰","국가안보확보","대테러상황관리","6033237","6543000","6566000"
"2013","경찰청","일반회계",,"공공질서및안전","경찰","국가안보확보","보안경찰활동","38936763","36045000","35917000"
"2013","경찰청","일반회계",,"공공질서및안전","경찰","국가안보확보","외사경찰활동","12268360","13110000","13341000"
"2013","경찰청","일반회계",,"공공질서및안전","경찰","범죄수사활동","범죄수사","112703765","112796000","112796000"
"2013","경찰청","일반회계",,"공공질서및안전","경찰","범죄수사활동","사이버범죄수사(정보화)","6676000","7783000","7783000"
"2013","경찰청","일반회계",,"공공질서및안전","경찰","범죄수사활동","첨단과학수사","17741928","19924000","19924000"
"2013","경찰청","일반회계",,"공공질서및안전","경찰","범죄예방 및 사회적약자보호","범죄예방","43558719","20379000","21119000"
"2013","경찰청","일반회계",,"공공질서및안전","경찰","범죄예방 및 사회적약자보호","여성청소년보호활동","3831774","12005000","12005000"
"2013","경찰청","일반회계",,"공공질서및안전","경찰","사회질서유지","경비경찰역량강화","176194428","169130000","169730000"
"2013","경찰청","일반회계",,"공공질서및안전","경찰","사회질서유지","치안정보수집관리","38427640","38291000","38200000"
"2013","경찰청","일반회계",,"공공질서및안전","경찰","전문경찰양성","경찰대학운영","9042744","9152000","9152000"
"2013","경찰청","일반회계",,"공공질서및안전","경찰","전문경찰양성","경찰보수교육","8679570","9045000","9045000"
"2013","경찰청","일반회계",,"공공질서및안전","경찰","전문경찰양성","수사경찰전문교육","1921930","4121000","4121000"
"2013","경찰청","일반회계",,"공공질서및안전","경찰","전문경찰양성","신임순경교육","8193000","11146000","11146000"
"2013","경찰청","일반회계",,"공공질서및안전","경찰","전문경찰양성","우수인재 확보 및 능력개발","3636000","9472000","9472000"
"2013","경찰청","일반회계",,"공공질서및안전","경찰","치안인프라구축","경찰유무선망개선","64178000","67723000","67623000"
"2013","경찰청","일반회계",,"공공질서및안전","경찰","치안인프라구축","경찰장비현대화","225825749","236112000","236112000"
"2013","경찰청","일반회계",,"공공질서및안전","경찰","치안인프라구축","사이버경찰청운영","269000","269000","269000"
"2013","경찰청","일반회계",,"공공질서및안전","경찰","치안인프라구축","치안시스템고도화(정보화)","54526000","55501000","55501000"
"2013","경찰청","일반회계",,"공공질서및안전","경찰","치안인프라구축","헬기운용 및 현대화","19886721","22886000","22886000"
"2013","경찰청","일반회계",,"사회복지","취약계층지원","범죄예방및사회적약자보호","여성청소년보호활동","0","18629000","21916000"
"2013","경찰청","혁신도시건설특별회계",,"공공질서및안전","경찰","경찰행정지원","혁신도시건설","20513000","11000000","11000000"
"2013","고용노동부","광역지역발전특별회계","제주특별자치도계정","사회복지","노동","고용노동행정지원","자치단체직업능력개발지원(제주)","275000","275000","275000"
"2013","고용노동부","광역지역발전특별회계","제주특별자치도계정","사회복지","노동","고용노동행정지원","제주이관업무지원","10241000","8339000","8289000"
"2013","고용노동부","농어촌구조개선특별회계","농어촌특별세사업계정","사회복지","노동","직업능력개발","농어민지역실업자직업훈련","862000","819000","819000"
"2013","고용노동부","에너지및자원사업특별회계","투자계정","사회복지","노동","산업재해예방","진폐근로자보호","47041000","46560000","46560000"
"2013","고용노동부","일반회계",,"사회복지","노동","고용노동행정지원","고객상담센터운영","1264000","1599000","1599000"
"2013","고용노동부","일반회계",,"사회복지","노동","고용노동행정지원","고용노동행정정보화","14009578","14558000","14558000"
"2013","고용노동부","일반회계",,"사회복지","노동","고용노동행정지원","고용노동행정혁신","849000","1038000","1038000"
"2013","고용노동부","일반회계",,"사회복지","노동","고용노동행정지원","노동위원회운영","4960000","5043000","5043000"
"2013","고용노동부","일반회계",,"사회복지","노동","고용노동행정지원","노사정위원회운영","3024614","3179000","3179000"
"2013","고용노동부","일반회계",,"사회복지","노동","고용노동행정지원","본부기본경비","14124752","14267000","14267000"
"2013","고용노동부","일반회계",,"사회복지","노동","고용노동행정지원","본부인건비","47296584","49905814","49905814"
"2013","고용노동부","일반회계",,"사회복지","노동","고용노동행정지원","소속기관기본경비","2995742","3042000","3042000"
"2013","고용노동부","일반회계",,"사회복지","노동","고용노동행정지원","소속기관인건비","23224890","23525374","23525374"
"2013","고용노동부","일반회계",,"사회복지","노동","고용노동행정지원","정책연구개발","988000","889000","889000"
"2013","고용노동부","일반회계",,"사회복지","노동","고용노동행정지원","지방청기본경비","11932451","11842000","11842000"
"2013","고용노동부","일반회계",,"사회복지","노동","고용노동행정지원","지방청인건비","183655605","192392842","192392842"
"2013","고용노동부","일반회계",,"사회복지","노동","고용노동행정지원","청관사유지","11115000","10984000","10984000"
"2013","고용노동부","일반회계",,"사회복지","노동","고용정책","고용노동통계조사","10811000","10650000","10650000"
"2013","고용노동부","일반회계",,"사회복지","노동","고용정책","고용센터인력지원","21463000","24292000","24292000"
"2013","고용노동부","일반회계",,"사회복지","노동","고용정책","고용영향평가사업","1964000","1964000","1964000"
"2013","고용노동부","일반회계",,"사회복지","노동","고용정책","고용지원인프라운영","19715597","20335000","23312000"
"2013","고용노동부","일반회계",,"사회복지","노동","고용정책","글로벌청년리더양성","17827786","14431000","18501000"
"2013","고용노동부","일반회계",,"사회복지","노동","고용정책","대상별취업지원","143072000","173640000","172462000"
"2013","고용노동부","일반회계",,"사회복지","노동","고용정책","사회보험 사각지대 해소","265400000","479677000","538438000"
"2013","고용노동부","일반회계",,"사회복지","노동","고용정책","사회적기업육성","176042870","162741000","160541000"
"2013","고용노동부","일반회계",,"사회복지","노동","고용정책","외국인력관리지원","2625951","2648000","2648000"
"2013","고용노동부","일반회계",,"사회복지","노동","고용정책","중소기업청년인턴제","149973000","162417000","162417000"
"2013","고용노동부","일반회계",,"사회복지","노동","고용정책","지역일자리공시제","366736","397000","397000"
"2013","고용노동부","일반회계",,"사회복지","노동","고용정책","청년직장체험프로그램","12232000","9096000","9096000"
"2013","고용노동부","일반회계",,"사회복지","노동","고용정책","청년취업아카데미운영지원","26443000","39300000","39300000"
"2013","고용노동부","일반회계",,"사회복지","노동","고용정책","한국고용정보원출연","18113000","18357000","18357000"
"2013","고용노동부","일반회계",,"사회복지","노동","고용정책","한국잡월드운영","6900000","7526000","7526000"
"2013","고용노동부","일반회계",,"사회복지","노동","고용정책","핵심직무역량평가모델개발및보급","0","500000","500000"
"2013","고용노동부","일반회계",,"사회복지","노동","고용정책",,"3178000","0","0"
"2013","고용노동부","일반회계",,"사회복지","노동","고용평등실현","고용평등환경개선","1444000","1299000","1299000"
"2013","고용노동부","일반회계",,"사회복지","노동","고용평등실현","장년희망찾기지원","3083000","30260000","24870000"
"2013","고용노동부","일반회계",,"사회복지","노동","국제고용노동협력","국제기구협력지원","15927783","13206000","13206000"
"2013","고용노동부","일반회계",,"사회복지","노동","국제고용노동협력","국제노동교류협력","784254","722000","722000"
"2013","고용노동부","일반회계",,"사회복지","노동","근로조건보호및복지증진","근로감독행정","4402000","4178000","4178000"
"2013","고용노동부","일반회계",,"사회복지","노동","근로조건보호및복지증진","근로조건보호","11525000","15241000","15241000"
"2013","고용노동부","일반회계",,"사회복지","노동","근로조건보호및복지증진","퇴직급여정착지원제도","1719000","1547000","1547000"
"2013","고용노동부","일반회계",,"사회복지","노동","노사정책","노사문화구축","13705756","11180000","11180000"
"2013","고용노동부","일반회계",,"사회복지","노동","노사정책","노사발전재단지원","2996000","2996000","2996000"
"2013","고용노동부","일반회계",,"사회복지","노동","노사정책","노사협력","3788000","3788000","4088000"
"2013","고용노동부","일반회계",,"사회복지","노동","노사정책","선진노사관계전문가 육성","924000","831000","831000"
"2013","고용노동부","일반회계",,"사회복지","노동","지방고용노동행정","지방고용노동관서운영","1809000","1777000","1777000"
"2013","고용노동부","일반회계",,"사회복지","노동","직업능력개발","실업자직업능력개발지원","105256000","102721000","98806000"
"2013","고용노동부","일반회계",,"사회복지","노동","직업능력개발","한국기술교육대학교출연","27683000","36292000","36292000"
"2013","고용노동부","일반회계",,"사회복지","노동","직업능력개발","한국산업인력공단출연","82414000","61447000","61747000"
"2013","고용노동부","일반회계",,"사회복지","노동","직업능력개발","한국폴리텍대학출연","127229000","139129000","139829000"
"2013","고용노동부","일반회계",,"사회복지","노동","회계기금간거래(전출금)","일반회계에서 고용보험기금으로의 전출금(고용보험운영)","218000","218000","218000"
"2013","고용노동부","일반회계",,"사회복지","노동","회계기금간거래(전출금)","일반회계에서 고용보험기금으로의 전출금(모성보호지원)","15000000","25000000","25000000"
"2013","고용노동부","일반회계",,"사회복지","노동","회계기금간거래(전출금)","일반회계에서 고용보험기금으로의 전출금(자영업자 고용보험사업지원)","2000000","2000000","2000000"
"2013","고용노동부","일반회계",,"사회복지","노동","회계기금간거래(전출금)","일반회계에서 산재기금으로의 전출금","15500000","15500000","15500000"
"2013","고용노동부","일반회계",,"사회복지","노동","회계기금간거래(전출금)","일반회계에서 임채기금으로의 전출금(임채기금운영)","82000","82000","82000"
"2013","고용노동부","일반회계",,"사회복지","노동","회계기금간거래(전출금)","일반회계에서 장애인기금으로의 전출금(장애인기금운영)","25000000","25000000","25000000"
"2013","고용노동부","혁신도시건설특별회계",,"사회복지","노동","고용노동행정지원",,"8276000","0","0"
"2013","공정거래위원회","일반회계",,"일반공공행정","일반행정","경쟁촉진","독과점시장 환경개선","858788","773000","873000"
"2013","공정거래위원회","일반회계",,"일반공공행정","일반행정","경쟁촉진","선진 경쟁정책 추진","854628","784000","784000"
"2013","공정거래위원회","일반회계",,"일반공공행정","일반행정","경쟁촉진","시장구조개선","197871","178000","178000"
