회계연도,소관명,회계명,계정명,분야명,부문명,프로그램명,단위사업명,전년도당초금액(천원),금년도정부안(천원),금년도국회확정(천원)
2017,경찰청,일반회계,,공공질서및안전,경찰,범죄예방및사회적약자보호,범죄예방,29313000,27915000,28457000
2017,경찰청,일반회계,,공공질서및안전,경찰,범죄예방및사회적약자보호,여성청소년보호활동,15998000,16543000,16543000
2017,경찰청,일반회계,,공공질서및안전,경찰,사회질서유지,경비경찰역량강화,183225000,197786000,200290000
2017,경찰청,일반회계,,공공질서및안전,경찰,사회질서유지,치안정보활동,41214000,41246000,40946000
2017,경찰청,일반회계,,공공질서및안전,경찰,전문경찰양성,경찰대학운영,11647000,9285000,9285000
2017,경찰청,일반회계,,공공질서및안전,경찰,전문경찰양성,경찰보수교육,8489000,8797000,8767000
2017,경찰청,일반회계,,공공질서및안전,경찰,전문경찰양성,수사경찰전문교육,2466000,2242000,2242000
2017,경찰청,일반회계,,공공질서및안전,경찰,전문경찰양성,신임순경교육,22465000,20294000,20477000
2017,경찰청,일반회계,,공공질서및안전,경찰,전문경찰양성,우수인재확보및능력개발,8517000,7436000,7436000
2017,경찰청,일반회계,,공공질서및안전,경찰,치안인프라구축,경찰유무선망개선,58252000,53027000,53027000
2017,경찰청,일반회계,,공공질서및안전,경찰,치안인프라구축,경찰장비현대화,231214000,260298000,260298000
2017,경찰청,일반회계,,공공질서및안전,경찰,치안인프라구축,경찰정보화기반고도화(정보화),56458000,52277000,52277000
2017,경찰청,일반회계,,공공질서및안전,경찰,치안인프라구축,정책연구개발(R&D),5106000,9715000,9715000
2017,경찰청,일반회계,,공공질서및안전,경찰,치안인프라구축,헬기운용 및 현대화,25284000,42400000,42400000
2017,경찰청,일반회계,,사회복지,취약계층지원,범죄예방및사회적약자보호,여성청소년보호활동,22515000,24082000,24082000
2017,경찰청,지역발전특별회계,경제발전계정,공공질서및안전,경찰,교통안전·소통확보,광역교통관리체계개선,1741000,0,0
2017,경찰청,지역발전특별회계,제주특별자치도계정,공공질서및안전,경찰,경찰행정지원,제주이관인력지원,3726000,3834000,3834000
2017,경찰청,혁신도시건설특별회계,,공공질서및안전,경찰,경찰행정지원,혁신도시건설,49551000,0,0
2017,고용노동부,에너지및자원사업특별회계,투자계정,사회복지,노동,산업재해예방,진폐근로자보호,70856000,71093000,71093000
2017,고용노동부,일반회계,,사회복지,노동,고용노동행정지원,고객상담센터운영,1168000,1163000,2612000
2017,고용노동부,일반회계,,사회복지,노동,고용노동행정지원,고용노동행정정보화,14093000,14662000,14661000
2017,고용노동부,일반회계,,사회복지,노동,고용노동행정지원,고용노동행정혁신,900000,855000,825000
2017,고용노동부,일반회계,,사회복지,노동,고용노동행정지원,노동위원회운영,5457000,5182000,5166000
2017,고용노동부,일반회계,,사회복지,노동,고용노동행정지원,노사정위원회운영,2352000,2344000,2306000
2017,고용노동부,일반회계,,사회복지,노동,고용노동행정지원,본부기본경비,16335000,16347000,16347000
2017,고용노동부,일반회계,,사회복지,노동,고용노동행정지원,본부인건비,59899654,62759810,62759810
2017,고용노동부,일반회계,,사회복지,노동,고용노동행정지원,소속기관기본경비,3137000,3188000,3188000
2017,고용노동부,일반회계,,사회복지,노동,고용노동행정지원,소속기관인건비,24599333,22827141,22827141
2017,고용노동부,일반회계,,사회복지,노동,고용노동행정지원,정책연구개발,800000,776000,776000
2017,고용노동부,일반회계,,사회복지,노동,고용노동행정지원,지방청기본경비,11480000,11583000,11583000
2017,고용노동부,일반회계,,사회복지,노동,고용노동행정지원,지방청인건비,222688477,235838230,235838230
2017,고용노동부,일반회계,,사회복지,노동,고용노동행정지원,청관사유지,9373000,9291000,10519000
2017,고용노동부,일반회계,,사회복지,노동,고용정책,고용노동통계조사,11130000,11621000,11621000
2017,고용노동부,일반회계,,사회복지,노동,고용정책,고용영향평가사업,3359000,4224000,3774000
2017,고용노동부,일반회계,,사회복지,노동,고용정책,고용지원인프라운영,47551000,60503000,60197000
2017,고용노동부,일반회계,,사회복지,노동,고용정책,긴급재난특별고용지원,0,0,0
2017,고용노동부,일반회계,,사회복지,노동,고용정책,대상별취업지원,313557000,340516000,330478000
2017,고용노동부,일반회계,,사회복지,노동,고용정책,사회보험 사각지대 해소,520227000,520227000,520200000
2017,고용노동부,일반회계,,사회복지,노동,고용정책,사회적기업육성,64018000,55201000,55177000
2017,고용노동부,일반회계,,사회복지,노동,고용정책,실업크레딧지원,22108000,18085000,18085000
2017,고용노동부,일반회계,,사회복지,노동,고용정책,중소기업청년인턴제,42001000,24565000,24565000
2017,고용노동부,일반회계,,사회복지,노동,고용정책,청년내일채움공제,0,50848000,47592000
2017,고용노동부,일반회계,,사회복지,노동,고용정책,청년취업아카데미운영지원,35894000,35087000,35086000
2017,고용노동부,일반회계,,사회복지,노동,고용정책,한국고용정보원출연,16242000,18909000,18909000
2017,고용노동부,일반회계,,사회복지,노동,고용정책,한국잡월드운영,12895000,20357000,20357000
2017,고용노동부,일반회계,,사회복지,노동,고용정책,해외취업지원,40998000,45248000,45776000
2017,고용노동부,일반회계,,사회복지,노동,고용평등실현,고용평등환경개선,1462000,1389000,1382000
2017,고용노동부,일반회계,,사회복지,노동,고용평등실현,장년희망찾기지원,7002000,6000000,6000000
2017,고용노동부,일반회계,,사회복지,노동,국제고용노동협력,국제고용노동협력,11188000,11362000,11360000
2017,고용노동부,일반회계,,사회복지,노동,국제고용노동협력,외국인력관리지원,2592000,2681000,2671000
2017,고용노동부,일반회계,,사회복지,노동,근로조건보호및복지증진,근로감독행정,6102000,5970000,5961000
2017,고용노동부,일반회계,,사회복지,노동,근로조건보호및복지증진,근로조건보호,9659000,11572000,10953000
2017,고용노동부,일반회계,,사회복지,노동,근로조건보호및복지증진,퇴직급여정착지원제도,4606000,1041000,1038000
2017,고용노동부,일반회계,,사회복지,노동,노사정책,노사문화구축,2547000,2420000,2417000
2017,고용노동부,일반회계,,사회복지,노동,노사정책,노사발전재단지원,8560000,8302000,8302000
2017,고용노동부,일반회계,,사회복지,노동,노사정책,노사협력,8509000,7109000,7275000
2017,고용노동부,일반회계,,사회복지,노동,소속책임운영기관운영,고객상담센터인건비,0,3152739,3152739
2017,고용노동부,일반회계,,사회복지,노동,직업능력개발,실업자능력개발지원,46745000,61864000,59986000
2017,고용노동부,일반회계,,사회복지,노동,직업능력개발,한국기술교육대학교출연,46051000,51769000,51769000
2017,고용노동부,일반회계,,사회복지,노동,직업능력개발,한국산업인력공단출연,88720000,108399000,108399000
2017,고용노동부,일반회계,,사회복지,노동,직업능력개발,한국폴리텍대학출연,165183000,185333000,186973000
2017,고용노동부,일반회계,,사회복지,노동,회계기금간거래(전출금),일반회계에서 고용보험기금으로의 전출금(고용보험운영),718000,718000,718000
2017,고용노동부,일반회계,,사회복지,노동,회계기금간거래(전출금),일반회계에서 고용보험기금으로의 전출금(모성보호지원),70000000,70000000,70000000
2017,고용노동부,일반회계,,사회복지,노동,회계기금간거래(전출금),일반회계에서 산재기금으로의 전출금,15500000,15500000,15500000
2017,고용노동부,일반회계,,사회복지,노동,회계기금간거래(전출금),일반회계에서 임채기금으로의 전출금(임채기금운영),82000,82000,82000
2017,고용노동부,일반회계,,사회복지,노동,회계기금간거래(전출금),일반회계에서 장애인기금으로의 전출금(장애인기금운영),25000000,0,0
2017,고용노동부,지역발전특별회계,생활기반계정,사회복지,노동,고용정책,사회적기업육성,75179000,72182000,72182000
2017,고용노동부,지역발전특별회계,세종특별자치시계정,사회복지,노동,고용정책,사회적기업육성,572000,635000,635000
2017,고용노동부,지역발전특별회계,제주특별자치도계정,사회복지,노동,고용노동행정지원,자치단체직업능력개발지원(제주),261000,235000,235000
2017,고용노동부,지역발전특별회계,제주특별자치도계정,사회복지,노동,고용노동행정지원,제주이관업무지원,8301000,8250000,8250000
2017,공정거래위원회,일반회계,,일반·지방행정,일반행정,경쟁촉진,독과점시장 환경개선,1160000,1148000,1148000
2017,공정거래위원회,일반회계,,일반·지방행정,일반행정,경쟁촉진,선진 경쟁정책 추진,989000,825000,788000
2017,공정거래위원회,일반회계,,일반·지방행정,일반행정,경쟁촉진,시장구조개선,261000,247000,247000
2017,공정거래위원회,일반회계,,일반·지방행정,일반행정,경쟁촉진,카르텔대응강화,769500,1011000,1011000
2017,공정거래위원회,일반회계,,일반·지방행정,일반행정,경쟁촉진,한국공정거래조정원 출연,5233000,5738000,5738000
2017,공정거래위원회,일반회계,,일반·지방행정,일반행정,공정거래 행정지원,공정위 정보화,2404000,1894000,1891000
2017,공정거래위원회,일반회계,,일반·지방행정,일반행정,공정거래 행정지원,기본경비,6971400,6971000,6878800
2017,공정거래위원회,일반회계,,일반·지방행정,일반행정,공정거래 행정지원,인건비,39369171,40429495,40256495
2017,공정거래위원회,일반회계,,일반·지방행정,일반행정,공정거래 행정지원,행정지원,4860000,4910000,4798000
2017,공정거래위원회,일반회계,,일반·지방행정,일반행정,소비자후생 증진,선진 소비자정책 추진,561000,596000,596000
2017,공정거래위원회,일반회계,,일반·지방행정,일반행정,소비자후생 증진,소비자권익증진 지원,2040000,1938000,1938000
2017,공정거래위원회,일반회계,,일반·지방행정,일반행정,소비자후생 증진,소비자보호 인프라 운용,3565000,5971000,5685000
2017,공정거래위원회,일반회계,,일반·지방행정,일반행정,소비자후생 증진,한국소비자원 출연,40068000,39825000,39825000
2017,공정거래위원회,일반회계,,일반·지방행정,일반행정,중소기업 경쟁여건 개선,대중소기업간 거래행태개선 및 동반성장시책추진,1831000,1258000,1258000
2017,관세청,일반회계,,일반·지방행정,재정·금융,관세국경관리연수원,관세국경관리연수원기본경비,0,3375000,3376000
2017,관세청,일반회계,,일반·지방행정,재정·금융,관세국경관리연수원,관세국경관리연수원운영,0,1343000,1343000
2017,관세청,일반회계,,일반·지방행정,재정·금융,관세국경관리연수원,관세국경관리연수원인건비,0,3204039,3204039
2017,관세청,일반회계,,일반·지방행정,재정·금융,관세심사,관세탈루심사지원,4027000,3489000,3489000
2017,관세청,일반회계,,일반·지방행정,재정·금융,관세행정지원,관세국경관리연수원,1244000,0,0
2017,관세청,일반회계,,일반·지방행정,재정·금융,관세행정지원,관세정책지원,25274000,25669000,25669000
2017,관세청,일반회계,,일반·지방행정,재정·금융,관세행정지원,본청기본경비,9278499,9420000,9420000
2017,관세청,일반회계,,일반·지방행정,재정·금융,관세행정지원,본청인건비,48242594,54290899,54290899
2017,관세청,일반회계,,일반·지방행정,재정·금융,관세행정지원,소속기관기본경비,20001696,17189000,17188000
2017,관세청,일반회계,,일반·지방행정,재정·금융,관세행정지원,소속기관인건비,242758702,246446496,246446496
2017,관세청,일반회계,,일반·지방행정,재정·금융,관세행정지원,청사확보 및 시설개선,24774000,32098000,32098000
2017,관세청,일반회계,,일반·지방행정,재정·금융,밀수감시단속,밀수단속지원,5394000,5374000,5374000
2017,관세청,일반회계,,일반·지방행정,재정·금융,밀수감시단속,조사감시선진화,34896000,30502000,30458000
2017,관세청,일반회계,,일반·지방행정,재정·금융,수출입통관,FTA이행,6318000,8195000,8195000
2017,관세청,일반회계,,일반·지방행정,재정·금융,수출입통관,수출입통관및물류촉진지원,18518000,6486000,6474000
2017,관세청,일반회계,,일반·지방행정,재정·금융,정보화및국제협력,관세행정정보화,53466000,59017000,59017000
2017,관세청,일반회계,,일반·지방행정,재정·금융,정보화및국제협력,국제교역협력,6097000,6817000,6817000
2017,교육부,유아교육지원특별회계,,교육,유아및초중등교육,지방교육정책 지원,방과후학교 운영지원,0,325195000,0
2017,교육부,유아교육지원특별회계,,교육,유아및초중등교육,지방교육정책 지원,유아교육비 보육료 지원,0,3829397000,3940881000
2017,교육부,유아교육지원특별회계,,교육,유아및초중등교육,지방교육정책 지원,초등 돌봄교실 지원,0,588604000,0
2017,교육부,유아교육지원특별회계,,교육,유아및초중등교육,지방교육정책 지원,학교시설 교육환경 개선,0,455786000,0
2017,교육부,일반회계,,교육,고등교육,국립대학 운영지원,국립대학 교육기반조성,110912000,89587000,89587000
2017,교육부,일반회계,,교육,고등교육,국립대학 운영지원,국립대학 기본경비,135721000,140721000,140721000
2017,교육부,일반회계,,교육,고등교육,국립대학 운영지원,국립대학 시설확충,456549000,478744000,500141000
2017,교육부,일반회계,,교육,고등교육,국립대학 운영지원,국립대학 인건비,1445375595,1511155908,1511155908
2017,교육부,일반회계,,교육,고등교육,국립대학 운영지원,대학시간강사 처우개선 지원,109047000,112344000,112344000
2017,교육부,일반회계,,교육,고등교육,대학교육 역량강화,BK21 플러스사업,298222000,298510000,298510000
2017,교육부,일반회계,,교육,고등교육,대학교육 역량강화,국립대학 자원관리 선진화 시스템,5600000,5600000,5600000
2017,교육부,일반회계,,교육,고등교육,대학교육 역량강화,국립대학법인 운영 지원,465388000,465388000,462888000
2017,교육부,일반회계,,교육,고등교육,대학교육 역량강화,국립대학병원 여건개선,58744000,54574000,53254000
2017,교육부,일반회계,,교육,고등교육,대학교육 역량강화,대학교육 역량 강화,350398000,293521000,290521000
2017,교육부,일반회계,,교육,고등교육,대학교육 역량강화,대학구조개혁 지원,20423000,32068000,32068000
2017,교육부,일반회계,,교육,고등교육,대학교육 역량강화,대학자율역량 강화,68970000,81709000,80909000
2017,교육부,일반회계,,교육,고등교육,대학교육 역량강화,대학정보공시 통합정보시스템 구축,3169000,2228000,2528000
2017,교육부,일반회계,,교육,고등교육,대학교육 역량강화,대학평가지원,2672000,2405000,2405000
2017,교육부,일반회계,,교육,고등교육,대학교육 역량강화,사이버대학 경쟁력 강화 추진,0,0,0
2017,교육부,일반회계,,교육,고등교육,대학교육 역량강화,전문대학원 체제정착,6084000,5380000,5380000
2017,교육부,일반회계,,교육,고등교육,맞춤형 국가장학제도 기반 조성,맞춤형 국가장학금 지원,3944596000,3945043000,3945043000
2017,교육부,일반회계,,교육,고등교육,맞춤형 국가장학제도 기반 조성,한국장학재단 출연,204359000,251580000,251703000
2017,교육부,일반회계,,교육,고등교육,학술연구 역량 강화,고전문헌 국역 지원,3600000,3410000,3758000
2017,교육부,일반회계,,교육,고등교육,학술연구 역량 강화,이공학학술연구조성,341469000,386425000,386425000
2017,교육부,일반회계,,교육,고등교육,학술연구 역량 강화,인문사회 출연기관 지원,47852000,46031000,44977000
2017,교육부,일반회계,,교육,고등교육,학술연구 역량 강화,인문사회학술연구 조성,247595000,252804000,252354000
2017,교육부,일반회계,,교육,고등교육,학술연구 역량 강화,학술단체 지원,8750000,8875000,8875000
2017,교육부,일반회계,,교육,고등교육,학술연구 역량 강화,학술연구 국제교류 강화,7590000,5320000,5320000
2017,교육부,일반회계,,교육,고등교육,학술연구 역량 강화,학술자원 관리체계 및 연구윤리기반 구축,9306000,10148000,10148000
2017,교육부,일반회계,,교육,고등교육,학술연구 역량 강화,학술장학지원관연구기획심사평가사업,12540000,13525000,13525000
2017,교육부,일반회계,,교육,고등교육,학술연구 역량 강화,한국고전번역원 청사이전 신축,9086000,2289000,2289000
2017,교육부,일반회계,,교육,고등교육,한국사 연구 진흥,동북아역사재단 지원,19472000,16470000,16870000
2017,교육부,일반회계,,교육,고등교육,한국사 연구 진흥,한국바로알리기,1151000,1063000,1063000
2017,교육부,일반회계,,교육,고등교육,한국사 연구 진흥,한국사 연구.편찬 및 이해증진,5197000,5250000,5250000
2017,교육부,일반회계,,교육,고등교육,한국사 연구 진흥,한국사능력검정시험운영,3788000,2996000,2996000
2017,교육부,일반회계,,교육,고등교육,회계기금간거래(예수원금상환),교육차관사업(일반회계),1154000,1208000,1208000
2017,교육부,일반회계,,교육,고등교육,회계기금간거래(예수원금상환),서울대AID차관사업(일반회계),268000,0,0
2017,교육부,일반회계,,교육,고등교육,회계기금간거래(예수이자상환),교육차관사업(일반회계),44000,39000,39000
2017,교육부,일반회계,,교육,고등교육,회계기금간거래(예수이자상환),서울대AID차관사업(일반회계),6000,0,0
2017,교육부,일반회계,,교육,고등교육,회계기금간거래(전출금),사립학교교직원연금부담금(일반회계),793353000,823969000,823969000
2017,교육부,일반회계,,교육,교육일반,교육행정지원,교육행정운영,7535000,8917000,9062000
2017,교육부,일반회계,,교육,교육일반,교육행정지원,본부 기본경비,13947000,14836000,14474000
2017,교육부,일반회계,,교육,교육일반,교육행정지원,본부 인건비,47653680,47263194,47263194
2017,교육부,일반회계,,교육,교육일반,교육행정지원,소속기관 기본경비,12240000,12440000,12340000
2017,교육부,일반회계,,교육,교육일반,교육행정지원,소속기관 인건비,14626635,15017452,15017452
2017,교육부,일반회계,,교육,교육일반,교육행정지원,행정업무정보화 지원,11337000,8224000,9746000
2017,교육부,일반회계,,교육,유아및초중등교육,교육복지 증진,장애인교육지원,6526000,7288000,6988000
2017,교육부,일반회계,,교육,유아및초중등교육,교육복지 증진,특수교육 내실화 기반구축,9058000,10600000,11100000
2017,교육부,일반회계,,교육,유아및초중등교육,교육복지 증진,특수교육 연수 및 운영(수입대체경비),603000,573000,573000
2017,교육부,일반회계,,교육,유아및초중등교육,교육복지 증진,특수교육정보화지원,783000,787000,787000
2017,교육부,일반회계,,교육,유아및초중등교육,교육복지 증진,특수학교 기본경비,5865000,4998000,4998000
2017,교육부,일반회계,,교육,유아및초중등교육,교육복지 증진,특수학교 인건비,31926684,32870217,32870217
2017,교육부,일반회계,,교육,유아및초중등교육,지방교육재정교부금,보통교부금,39784085000,39084300000,41299191000
2017,교육부,일반회계,,교육,유아및초중등교육,지방교육재정교부금,특별교부금,1444268000,1628513000,1632545000
2017,교육부,일반회계,,교육,유아및초중등교육,학교교육 내실화,국립부설학교 학력증진 지원,48246000,37922000,37922000
2017,교육부,일반회계,,교육,유아및초중등교육,학교교육 내실화,국립부설학교기본경비,16890000,14650000,14650000
2017,교육부,일반회계,,교육,유아및초중등교육,학교교육 내실화,국립부설학교인건비,94164662,93199577,93199577
2017,교육부,일반회계,,교육,유아및초중등교육,학교교육 내실화,이러닝 활성화,2038000,1834000,1834000
2017,교육부,일반회계,,교육,유아및초중등교육,학교교육 내실화,중앙교육연수원 교육행정전산화,384000,384000,384000
2017,교육부,일반회계,,교육,유아및초중등교육,학교교육 내실화,중앙교육연수원 연수생 교육훈련 지원,2465000,2230000,2230000
2017,교육부,일반회계,,교육,유아및초중등교육,학교교육 내실화,중앙교육연수원기숙사증축공사,444000,4838000,4838000
2017,교육부,일반회계,,교육,유아및초중등교육,학교교육 내실화,초중등교육 역량강화,8097000,9449000,9249000
2017,교육부,일반회계,,교육,유아및초중등교육,학교교육 내실화,한국교육학술정보원 출연,32277000,34704000,34704000
2017,교육부,일반회계,,교육,유아및초중등교육,학교교육 활성화,교육기부활성화,5614000,4603000,4603000
2017,교육부,일반회계,,교육,유아및초중등교육,학교교육 활성화,영어교육활성화지원,977000,800000,800000
2017,교육부,일반회계,,교육,유아및초중등교육,학교교육 활성화,인성교육진흥,500000,656000,356000
2017,교육부,일반회계,,교육,유아및초중등교육,학교교육 활성화,전국 학부모지원센터 운영지원,270000,230000,230000
2017,교육부,일반회계,,교육,유아및초중등교육,학교교육 활성화,창의적인재육성,14900000,10414000,13414000
2017,교육부,일반회계,,교육,유아및초중등교육,학교교육 활성화,학생정신 건강센터 지원,1469000,1079000,1079000
2017,교육부,일반회계,,교육,평생·직업교육,국립국제교육원 지원,국립국제교육원 기본경비,1231000,1431000,1431000
2017,교육부,일반회계,,교육,평생·직업교육,국립국제교육원 지원,국립국제교육원 연수 및 교육과정 운영(수입대체경비),7618000,7193000,7193000
2017,교육부,일반회계,,교육,평생·직업교육,국립국제교육원 지원,국립국제교육원 인건비,5248074,5460395,5460395
2017,교육부,일반회계,,교육,평생·직업교육,국립국제교육원 지원,국제교육 교류 협력 활성화,66738000,71300000,71128000
2017,교육부,일반회계,,교육,평생·직업교육,국립국제교육원 지원,재외동포 한민족 정체성 확립,4532000,4370000,4370000
2017,교육부,일반회계,,교육,평생·직업교육,국제교육 협력 증진,글로벌 교육협력 지원사업,26565000,27690000,27779000
2017,교육부,일반회계,,교육,평생·직업교육,국제교육 협력 증진,재외동포교육 운영지원,73011000,66298000,67332000
2017,교육부,일반회계,,교육,평생·직업교육,산학연 협력 활성화,국가직무능력표준구축,24673000,6772000,6772000
2017,교육부,일반회계,,교육,평생·직업교육,산학연 협력 활성화,산학협력 기반조성,2222000,2217000,2217000
2017,교육부,일반회계,,교육,평생·직업교육,인적자원정책 기반강화,인적자원개발정책 추진,773000,696000,671000
2017,교육부,일반회계,,교육,평생·직업교육,인적자원정책 기반강화,정책연구개발사업,1450000,1407000,1207000
2017,교육부,일반회계,,교육,평생·직업교육,정보활용 활성화 지원,교육기본통계조사.관리,3525000,3396000,3396000
2017,교육부,일반회계,,교육,평생·직업교육,정보활용 활성화 지원,이러닝 세계화,4340000,4469000,4469000
2017,교육부,일반회계,,교육,평생·직업교육,정보활용 활성화 지원,통계기반 교육정책.연구지원,711000,604000,604000
2017,교육부,일반회계,,교육,평생·직업교육,평생직업교육 체제 구축,국가평생교육진흥원 출연,10001000,14407000,14407000
2017,교육부,일반회계,,교육,평생·직업교육,평생직업교육 체제 구축,지역평생교육활성화지원,5539000,4479000,4479000
2017,교육부,일반회계,,교육,평생·직업교육,평생직업교육 체제 구축,평생학습 기반구축,2281000,2486000,2422000
2017,교육부,일반회계,,교육,평생·직업교육,평생직업교육 체제 구축,평생학습 활성화지원,22284000,31353000,29125000
2017,교육부,일반회계,,사회복지,기초생활보장,기초생활보장,교육급여,145073000,128216000,128216000
2017,교육부,지역발전특별회계,경제발전계정,교육,고등교육,대학교육 역량강화,대학교육 역량 강화,59400000,74359000,74359000
2017,교육부,지역발전특별회계,경제발전계정,교육,고등교육,대학교육 역량강화,산학협력 선도대학(LINC) 육성,246830000,260198000,260198000
2017,교육부,지역발전특별회계,경제발전계정,교육,고등교육,대학교육 역량강화,지방대학육성사업,207540000,179861000,179861000
2017,교육부,지역발전특별회계,경제발전계정,교육,고등교육,대학교육 역량강화,지역혁신창의인력양성사업,16902000,7959000,7959000
2017,교육부,지역발전특별회계,경제발전계정,교육,평생·직업교육,산학연 협력 활성화,산학협력 선도 전문대학 육성,19500000,88827000,88827000
2017,교육부,지역발전특별회계,경제발전계정,교육,평생·직업교육,산학연 협력 활성화,특성화 전문대학 육성,297184000,267515000,267515000
2017,교육부,지역발전특별회계,경제발전계정,교육,평생·직업교육,산학연 협력 활성화,학교기업지원사업,9968000,8673000,8673000
2017,국가보훈처,에너지및자원사업특별회계,투자계정,사회복지,보훈,보훈의료복지,LPG차량지원,26872000,22968000,22968000
2017,국가보훈처,일반회계,,사회복지,보훈,국립묘지,국립묘지조성및관리,42812200,61097000,61027000
2017,국가보훈처,일반회계,,사회복지,보훈,보훈단체지원,보훈단체지원,23380000,23291000,24071000
