"회계연도","소관명","회계명","계정명","수입관명","수입항명","수입목명","금년도정부안(천원)","금년도국회확정(천원)"
"2008","감사원","일반회계",,"경상이전수입","기타경상이전수입","기타경상이전수입","2000","2000"
"2008","감사원","일반회계",,"수입대체경비수입","잡수입","기타잡수입","245000","245000"
"2008","감사원","일반회계",,"재산수입","관유물대여료","건물대여료","5019","5019"
"2008","감사원","일반회계",,"재산수입","관유물대여료","토지대여료","163","163"
"2008","감사원","일반회계",,"재화및용역판매수입","잡수입","기타잡수입","110","110"
"2008","건설교통부","교통시설특별회계","공항계정","경상이전수입","기타경상이전수입","법정부담금","3011000","3011000"
"2008","건설교통부","교통시설특별회계","공항계정","재산수입","정부출자수입","정부출자수입","1811000","1811000"
"2008","건설교통부","교통시설특별회계","공항계정","재화및용역판매수입","항공항만및용수수입","항공항만수입","35400000","35400000"
"2008","건설교통부","교통시설특별회계","광역교통시설계정","경상이전수입","기타경상이전수입","법정부담금","45208000","45208000"
"2008","건설교통부","교통시설특별회계","대중교통계정","융자및전대차관원금회수","융자원금회수","지방자치단체융자원금회수","45646000","45646000"
"2008","건설교통부","교통시설특별회계","대중교통계정","재산수입","기타이자수입및재산수입","지방자치단체이자수입","13402000","13402000"
"2008","건설교통부","교통시설특별회계","도로계정","경상이전수입","가산금","가산금","41000","41000"
"2008","건설교통부","교통시설특별회계","도로계정","경상이전수입","기타경상이전수입","기타경상이전수입","5678000","5678000"
"2008","건설교통부","교통시설특별회계","도로계정","경상이전수입","기타경상이전수입","법정부담금","87000","87000"
"2008","건설교통부","교통시설특별회계","도로계정","경상이전수입","벌금및몰수금","벌금","4000","4000"
"2008","건설교통부","교통시설특별회계","도로계정","경상이전수입","변상금및위약금","변상금","32000","32000"
"2008","건설교통부","교통시설특별회계","도로계정","경상이전수입","변상금및위약금","위약금","129000","129000"
"2008","건설교통부","교통시설특별회계","도로계정","관유물매각대","토지및무형자산매각대","토지매각대","2004000","2004000"
"2008","건설교통부","교통시설특별회계","도로계정","융자및전대차관원금회수","융자원금회수","기타민간융자원금회수","81020000","81020000"
"2008","건설교통부","교통시설특별회계","도로계정","재산수입","관유물대여료","토지대여료","12052000","12052000"
"2008","건설교통부","교통시설특별회계","도로계정","재산수입","기타이자수입및재산수입","기타민간이자수입","38700000","38700000"
"2008","건설교통부","교통시설특별회계","도로계정","재산수입","기타이자수입및재산수입","기타재산수입","371000","371000"
"2008","건설교통부","교통시설특별회계","도로계정","재산수입","정부출자수입","정부출자수입","73400000","73400000"
"2008","건설교통부","교통시설특별회계","도로계정","재화및용역판매수입","잡수입","기타잡수입","220000","220000"
"2008","건설교통부","교통시설특별회계","도로계정","전년도이월금","전년도이월금","전년도이월금","28274000","28274000"
"2008","건설교통부","교통시설특별회계","철도계정","경상이전수입","변상금및위약금","변상금","634000","634000"
"2008","건설교통부","교통시설특별회계","철도계정","관유물매각대","토지및무형자산매각대","토지매각대","41873000","41873000"
"2008","건설교통부","교통시설특별회계","철도계정","융자및전대차관원금회수","융자원금회수","기타민간융자원금회수","47528000","47528000"
"2008","건설교통부","교통시설특별회계","철도계정","재산수입","관유물대여료","토지대여료","245000","245000"
"2008","건설교통부","교통시설특별회계","철도계정","재산수입","기타이자수입및재산수입","기타민간이자수입","106829000","106829000"
"2008","건설교통부","교통시설특별회계","철도계정","재화및용역판매수입","잡수입","기타잡수입","1586000","1586000"
"2008","건설교통부","국가균형발전특별회계","지역개발사업계정","경상이전수입","가산금","가산금","8010000","8010000"
"2008","건설교통부","국가균형발전특별회계","지역개발사업계정","경상이전수입","기타경상이전수입","기타경상이전수입","1721000","1721000"
"2008","건설교통부","국가균형발전특별회계","지역개발사업계정","경상이전수입","기타경상이전수입","법정부담금","324163000","324163000"
"2008","건설교통부","국가균형발전특별회계","지역개발사업계정","경상이전수입","벌금및몰수금","벌금","239000","239000"
"2008","건설교통부","국가균형발전특별회계","지역개발사업계정","관유물매각대","토지및무형자산매각대","토지매각대","13000000","13000000"
"2008","건설교통부","국가균형발전특별회계","지역개발사업계정","융자및전대차관원금회수","융자원금회수","기타민간융자원금회수","4497000","4497000"
"2008","건설교통부","국가균형발전특별회계","지역개발사업계정","융자및전대차관원금회수","융자원금회수","지방자치단체융자원금회수","16919000","16919000"
